AGGREGATED TRADES
BloombergId,TransactionCode,TradeDate,TotalQuantity,AveragePrice,TradeCount
AKM4JZ7,Sell,20150424,541800.00,13.00,602
BKM4JZ7,Sell,20150424,271800.00,13.00,302
CKM4JZ7,Sell,20150424,450900.00,13.00,501
DKM4JZ7,Sell,20150424,180000.00,13.00,200
EKM4JZ7,Sell,20150424,18900.00,13.00,21

INVALID SECURITY TRADES
FileName,InvalidSecurityCount
TradesSingle_4.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesSingle_4.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesSingle_4.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesSingle_4.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesSingle_4.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesSingle_4.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesSingle_4.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesSingle_4.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesSingle_4.xml,1
TradesSingle_4.xml,1
TradesSingle_4.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesSingle_4.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesSingle_4.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesSingle_4.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesSingle_4.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesSingle_4.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesSingle_4.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesSingle_4.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesSingle_4.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesSingle_4.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesSingle_4.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
TradesMultiValidation.xml,1
